time,temp,zones,experiment
0.0,1073.8295227696,1,1
2.000000000007276,1073.8567112965,1,1
4.0,1073.87285440566,1,1
5.000000000007276,1073.92808038847,1,1
7.0,1073.96121564892,1,1
9.0,1073.9680125949,1,1
11.0,1074.03004274322,1,1
13.0,1074.0138917086,1,1
14.999999999992724,1074.0580796446,1,1
17.000000000007276,1074.10479892501,1,1
19.0,1074.09800218803,1,1
21.000000000007276,1074.16087160896,1,1
23.0,1074.15322537548,1,1
24.000000000007276,1074.19741192779,1,1
26.0,1074.21865122194,1,1
28.0,1074.24583737058,1,1
30.0,1074.28745734339,1,1
32.0,1074.30869620796,1,1
33.999999999992724,1074.33078451965,1,1
36.000000000007276,1074.36476632371,1,1
38.0,1074.3902525066,1,1
40.000000000007276,1074.43187962507,1,1
42.0,1074.48115203812,1,1
43.000000000007276,1074.47945299847,1,1
45.0,1074.51853924176,1,1
47.0,1074.53806949222,1,1
48.999999999992724,1074.58565022699,1,1
51.0,1074.60687917511,1,1
52.999999999992724,1074.6459558061,1,1
55.000000000007276,1074.65784862581,1,1
57.0,1074.68078468853,1,1
59.000000000007276,1074.71562179368,1,1
61.0,1074.74534482431,1,1
62.000000000007276,1074.76148471223,1,1
64.0,1074.79206539236,1,1
66.0,1074.80650619621,1,1
67.99999999999272,1074.89230059654,1,1
70.0,1074.89230059654,1,1
71.99999999999272,1074.92118150872,1,1
74.00000000000728,1074.9560082425,1,1
76.0,1074.97894277245,1,1
78.00000000000728,1075.00017834327,1,1
80.0,1075.03330563207,1,1
81.00000000000728,1075.06134471702,1,1
83.0,1075.0902160416,1,1
85.0,1075.1029570787,1,1
86.99999999999272,1075.16072448496,1,1
89.0,1075.18535673508,1,1
90.99999999999272,1075.2210222938,1,1
93.00000000000728,1075.24735295943,1,1
95.0,1075.25669606155,1,1
97.0,1075.30341127917,1,1
99.0,1075.33313889071,1,1
100.00000000000728,1075.34164095125,1,1
102.0,1075.36032674178,1,1
104.0,1075.41298627672,1,1
105.99999999999272,1075.42911525859,1,1
108.0,1075.46054919459,1,1
109.99999999999272,1075.49282374363,1,1
112.00000000000728,1075.51319905612,1,1
114.0,1075.55141844157,1,1
116.0,1075.56841322342,1,1
118.0,1075.59897988748,1,1
119.00000000000728,1075.59982919442,1,1
121.0,1075.63804783987,1,1
123.0,1075.6771154512,1,1
124.99999999999272,1075.72043763626,1,1
127.0,1075.73741479068,1,1
128.99999999999272,1075.74590759014,1,1
131.00000000000728,1075.80621449577,1,1
133.0,1075.82828690895,1,1
135.0,1075.88009168383,1,1
137.0,1075.86905137221,1,1
138.00000000000728,1075.89537822423,1,1
140.0,1075.92255416725,1,1
142.0,1075.95227766617,1,1
143.99999999999272,1075.96926243417,1,1
146.0,1076.01681944207,1,1
147.99999999999272,1076.04229620299,1,1
150.00000000000728,1076.07117818249,1,1
152.0,1076.11787640841,1,1
154.0,1076.12807539248,1,1
156.0,1076.15014622031,1,1
157.0,1076.16967783575,1,1
159.0,1076.18921785807,1,1
161.0,1076.21893109694,1,1
162.99999999999272,1076.24525589404,1,1
165.0,1076.29875419925,1,1
166.99999999999272,1076.31658682589,1,1
169.00000000000728,1076.34206188385,1,1
171.0,1076.37263176249,1,1
173.0,1076.41169297106,1,1
175.0,1076.44141322811,1,1
176.0,1076.44905554812,1,1
178.0,1076.47198243008,1,1
180.0,1076.49066350659,1,1
181.99999999999272,1076.53821498698,1,1
184.0,1076.57898148918,1,1
185.99999999999272,1076.5806712404,1,1
188.00000000000728,1076.61378683945,1,1
190.0,1076.64350575894,1,1
192.0,1076.68596101717,1,1
194.0,1076.70210240109,1,1
195.0,1076.73097164383,1,1
197.00000000000728,1076.73945407138,1,1
199.0,1076.76237947111,1,1
200.99999999999272,1076.81502253904,1,1
203.0,1076.80654025412,1,1
204.99999999999272,1076.85239025233,1,1
207.00000000000728,1076.90502377566,1,1
209.0,1076.92965493219,1,1
211.0,1076.94323130309,1,1
212.99999999999272,1076.95596707344,1,1
214.0,1076.98653277514,1,1
216.00000000000728,1077.006069244,1,1
218.0,1077.02389057293,1,1
219.99999999999272,1077.05870945925,1,1
222.0,1077.10116079715,1,1
223.99999999999272,1077.11643469055,1,1
226.00000000000728,1077.16822460474,1,1
228.0,1077.16737559456,1,1
230.0,1077.2285039184,1,1
231.99999999999272,1077.22596541147,1,1
233.0,1077.25143531581,1,1
235.00000000000728,1077.30321518716,1,1
237.0,1077.32020333792,1,1
238.99999999999272,1077.3456642195,1,1
241.0,1077.37452933299,1,1
242.99999999999272,1077.4059411581,1,1
245.00000000000728,1077.41697769331,1,1
247.0,1077.45602983159,1,1
249.0,1077.49509012092,1,1
250.99999999999272,1077.50357110836,1,1
252.0,1077.4993263719,1,1
254.00000000000728,1077.55111188366,1,1
256.0,1077.58846499823,1,1
257.9999999999927,1077.62922198678,1,1
260.0,1077.66401921578,1,1
261.9999999999927,1077.67590403365,1,1
264.0000000000073,1077.6954375127,1,1
266.0,1077.75485238596,1,1
268.0,1077.75316307547,1,1
269.9999999999927,1077.77523441897,1,1
271.0,1077.81343456602,1,1
273.0000000000073,1077.84059042945,1,1
275.0,1077.87115013036,1,1
276.9999999999927,1077.93566437502,1,1
279.0,1077.93396664356,1,1
280.9999999999927,1077.946699614,1,1
283.0000000000073,1077.96792115161,1,1
285.0,1078.00697700872,1,1
287.0,1078.04262017056,1,1
288.9999999999927,1078.07487618313,1,1
290.0,1078.08081805506,1,1
292.0000000000073,1078.12750391968,1,1
294.0,1078.12666357838,1,1
296.0,1078.17249166004,1,1
298.0,1078.21748744062,1,1
300.0000000000073,1078.22681588161,1,1
302.0000000000073,1078.25567535871,1,1
304.0,1078.29981302611,1,1
306.0,1078.31679742523,1,1
307.9999999999927,1078.3694223447,1,1
309.0,1078.35329541834,1,1
311.0000000000073,1078.38470043242,1,1
313.0,1078.41609674064,1,1
315.0,1078.43817333295,1,1
317.0,1078.48569578176,1,1
319.0000000000073,1078.51541085105,1,1
321.0,1078.52558743231,1,1
323.0,1078.57312593786,1,1
325.0,1078.60876463637,1,1
326.9999999999927,1078.62404191583,1,1
328.0,1078.6342352275,1,1
330.0000000000073,1078.65120139645,1,1
332.0,1078.71740194783,1,1
334.0,1078.72334297562,1,1
335.9999999999927,1078.75389670972,1,1
338.0000000000073,1078.7836100184,1,1
340.0,1078.82179315859,1,1
342.0,1078.84470798037,1,1
344.0,1078.87526938267,1,1
345.9999999999927,1078.90157018561,1,1
347.0,1078.93213120437,1,1
349.0000000000073,1078.93043384689,1,1
351.0,1078.96097769753,1,1
353.0,1079.03142551065,1,1
354.9999999999927,1079.02632506125,1,1
357.0000000000073,1079.05858254896,1,1
359.0,1079.10524984205,1,1
361.0,1079.11203900633,1,1
363.0,1079.15617681281,1,1
364.9999999999927,1079.17993857652,1,1
366.0,1079.19605407328,1,1
368.0000000000073,1079.22321012577,1,1
370.0,1079.26480100228,1,1
372.0,1079.28007607034,1,1
373.9999999999927,1079.31825502949,1,1
376.0000000000073,1079.33777293299,1,1
378.0,1079.38529443403,1,1
380.0,1079.38529443403,1,1
382.0,1079.43875552807,1,1
383.9999999999927,1079.48034442956,1,1
385.0,1079.4964588597,1,1
387.0000000000073,1079.51003600765,1,1
389.0,1079.54058444212,1,1
391.0,1079.56010987553,1,1
392.9999999999927,1079.58726375032,1,1
395.0000000000073,1079.63731979602,1,1
397.0,1079.66107904157,1,1
399.0000000000073,1079.68059547177,1,1
401.0,1079.7306589747,1,1
402.9999999999927,1079.74933506568,1,1
404.0,1079.74933506568,1,1
406.0000000000073,1079.807025968,1,1
408.0,1079.81890516279,1,1
410.0,1079.85285403337,1,1
411.9999999999927,1079.88424017939,1,1
414.0000000000073,1079.90969512658,1,1
416.0,1079.94363483459,1,1
418.0000000000073,1079.96908944943,1,1
420.0,1080.02509758554,1,1
422.0,1080.04460396889,1,1
423.0,1080.06581568712,1,1
425.0000000000073,1080.10061117563,1,1
427.0,1080.12097417647,1,1
429.0,1080.14388244354,1,1
430.9999999999927,1080.1879932598,1,1
433.0000000000073,1080.22872687316,1,1
435.0,1080.24315026899,1,1
437.0000000000073,1080.27623057903,1,1
439.0,1080.31356123796,1,1
441.0,1080.35004317728,1,1
442.0,1080.35174000456,1,1
444.0,1080.36701142162,1,1
446.0,1080.40518974037,1,1
448.0,1080.43488376716,1,1
449.9999999999927,1080.46542599289,1,1
452.0000000000073,1080.49087769134,1,1
454.0,1080.53669039048,1,1
456.0000000000073,1080.556203067,1,1
458.0,1080.58165425871,1,1
460.0,1080.60540857616,1,1
461.0,1080.63849474071,1,1
463.0,1080.66394547321,1,1
465.0,1080.688547713,1,1
467.0,1080.73945696099,1,1
468.9999999999927,1080.76405879361,1,1
471.0000000000073,1080.78865201029,1,1
473.0,1080.81240525002,1,1
475.0000000000073,1080.85991135866,1,1
477.0,1080.87688618938,1,1
479.0,1080.89808555202,1,1
480.0,1080.91845347438,1,1
482.0,1080.93965264403,1,1
484.0,1080.99564885698,1,1
486.0,1081.00666817935,1,1
487.9999999999927,1081.02533055846,1,1
490.0000000000073,1081.08046896044,1,1
492.0,1081.0940413881,1,1
494.0000000000073,1081.1313653563,1,1
496.0,1081.16700097876,1,1
498.0,1081.18226118535,1,1
499.0,1081.21535165285,1,1
501.0,1081.23145994807,1,1
503.0,1081.26538982078,1,1
505.0,1081.32052532695,1,1
506.9999999999927,1081.33495375505,1,1
509.0000000000073,1081.36887437765,1,1
511.0,1081.3815977271,1,1
513.0000000000073,1081.42232068969,1,1
515.0,1081.4367403146,1,1
517.0,1081.46726735881,1,1
518.0,1081.48677606062,1,1
520.0,1081.50628467927,1,1
522.0,1081.5503992968,1,1
524.0,1081.57159553651,1,1
525.9999999999927,1081.60892408981,1,1
528.0000000000073,1081.63606576886,1,1
530.0,1081.66828782209,1,1
532.0000000000073,1081.70731191098,1,1
534.0,1081.75734470002,1,1
536.0,1081.77854846338,1,1
537.0,1081.77007545131,1,1
539.0,1081.8260445372,1,1
540.9999999999927,1081.85572933334,1,1
543.0,1081.86929946181,1,1
544.9999999999927,1081.88286955011,1,1
547.0000000000073,1081.96513735037,1,1
549.0,1081.94732692089,1,1
551.0000000000073,1081.9855005233,1,1
553.0,1082.00331080449,1,1
555.0,1082.05758933005,1,1
556.0,1082.04231507867,1,1
558.0,1082.07284656868,1,1
559.9999999999927,1082.12713275218,1,1
562.0,1082.17971366416,1,1
563.9999999999927,1082.16613597347,1,1
566.0000000000073,1082.20005892309,1,1
568.0,1082.23652581425,1,1
570.0000000000073,1082.24331032017,1,1
572.0,1082.28147297912,1,1
574.0,1082.3187872722,1,1
575.0,1082.31369897737,1,1
577.0,1082.34846887968,1,1
578.9999999999927,1082.42480061249,1,1
581.0,1082.3866306645,1,1
582.9999999999927,1082.43581649717,1,1
585.0000000000073,1082.46550582847,1,1
587.0,1082.49687403946,1,1
589.0000000000073,1082.51722637322,1,1
591.0,1082.5460671718,1,1
593.0,1082.57829131363,1,1
594.0,1082.59948280374,1,1
596.0,1082.61729918301,1,1
597.9999999999927,1082.66478657719,1,1
600.0,1082.66987448318,1,1
601.9999999999927,1082.7131214568,1,1
604.0000000000073,1082.755511576,1,1
606.0,1082.77417531534,1,1
608.0,1082.80045366411,1,1
610.0,1082.82674882185,1,1
612.0,1082.85811456802,1,1
613.0,1082.87422557376,1,1
615.0,1082.89288035202,1,1
616.9999999999927,1082.917470626,1,1
619.0,1082.95393182486,1,1
620.9999999999927,1082.96665077976,1,1
623.0000000000073,1083.00904704225,1,1
625.0,1083.07094488431,1,1
627.0,1083.05568248,1,1
629.0,1083.08281560824,1,1
631.0,1083.1260587009,1,1
632.0,1083.16930138754,1,1
